-----------------------------------  ---------------  ---------------  ---------------  ---------------  ---------------
Name                                        CPU time        CUDA time            Calls        CPU total       CUDA total
-----------------------------------  ---------------  ---------------  ---------------  ---------------  ---------------
Index                                        7.829us          0.000us                1          7.829us          0.000us
split                                        7.818us          0.000us                1          7.818us          0.000us
Index                                        7.790us          0.000us                1          7.790us          0.000us
sum                                          7.756us          0.000us                1          7.756us          0.000us
SplitBackward                                7.731us          0.000us                1          7.731us          0.000us
view                                         7.671us          0.000us                1          7.671us          0.000us
split                                        7.651us          0.000us                1          7.651us          0.000us
SubBackward1                                 7.599us          0.000us                1          7.599us          0.000us
tanh                                         7.599us          0.000us                1          7.599us          0.000us
add                                          7.593us          0.000us                1          7.593us          0.000us
Index                                        7.514us          0.000us                1          7.514us          0.000us
ExpandBackward                               7.436us          0.000us                1          7.436us          0.000us
Index                                        7.433us          0.000us                1          7.433us          0.000us
_sigmoid_backward                            7.431us          0.000us                1          7.431us          0.000us
add                                          7.429us          0.000us                1          7.429us          0.000us
cat                                          7.420us          0.000us                1          7.420us          0.000us
MulBackward1                                 7.415us          0.000us                1          7.415us          0.000us
_sigmoid_backward                            7.402us          0.000us                1          7.402us          0.000us
split                                        7.402us          0.000us                1          7.402us          0.000us
Index                                        7.402us          0.000us                1          7.402us          0.000us
SplitBackward                                7.380us          0.000us                1          7.380us          0.000us
expand                                       7.380us          0.000us                1          7.380us          0.000us
torch::autograd::Add                         7.366us          0.000us                1          7.366us          0.000us
add                                          7.354us          0.000us                1          7.354us          0.000us
Index                                        7.319us          0.000us                1          7.319us          0.000us
sum                                          7.290us          0.000us                1          7.290us          0.000us
ExpandBackward                               7.281us          0.000us                1          7.281us          0.000us
view                                         7.242us          0.000us                1          7.242us          0.000us
SigmoidBackward0                             7.223us          0.000us                1          7.223us          0.000us
Index                                        7.206us          0.000us                1          7.206us          0.000us
SubBackward1                                 7.158us          0.000us                1          7.158us          0.000us
split                                        7.130us          0.000us                1          7.130us          0.000us
split                                        7.128us          0.000us                1          7.128us          0.000us
MulBackward1                                 7.122us          0.000us                1          7.122us          0.000us
SigmoidBackward0                             7.105us          0.000us                1          7.105us          0.000us
MulBackward1                                 7.103us          0.000us                1          7.103us          0.000us
_tanh_backward                               7.094us          0.000us                1          7.094us          0.000us
SubBackward1                                 7.054us          0.000us                1          7.054us          0.000us
SigmoidBackward0                             7.040us          0.000us                1          7.040us          0.000us
CatBackward                                  7.028us          0.000us                1          7.028us          0.000us
expand                                       7.011us          0.000us                1          7.011us          0.000us
mul                                          7.006us          0.000us                1          7.006us          0.000us
SubBackward1                                 6.995us          0.000us                1          6.995us          0.000us
MulBackward1                                 6.980us          0.000us                1          6.980us          0.000us
MulBackward1                                 6.930us          0.000us                1          6.930us          0.000us
unsigned short                               6.877us          0.000us                1          6.877us          0.000us
MulBackward1                                 6.862us          0.000us                1          6.862us          0.000us
SubBackward1                                 6.790us          0.000us                1          6.790us          0.000us
mul                                          6.781us          0.000us                1          6.781us          0.000us
CatBackward                                  6.734us          0.000us                1          6.734us          0.000us
sum                                          6.730us          0.000us                1          6.730us          0.000us
mul                                          6.728us          0.000us                1          6.728us          0.000us
view                                         6.678us          0.000us                1          6.678us          0.000us
SubBackward1                                 6.675us          0.000us                1          6.675us          0.000us
Index                                        6.616us          0.000us                1          6.616us          0.000us
split                                        6.603us          0.000us                1          6.603us          0.000us
_sigmoid_backward                            6.601us          0.000us                1          6.601us          0.000us
TanhBackward0                                6.548us          0.000us                1          6.548us          0.000us
torch::autograd::Add                         6.510us          0.000us                1          6.510us          0.000us
SubBackward1                                 6.493us          0.000us                1          6.493us          0.000us
TBackward                                    6.457us          0.000us                1          6.457us          0.000us
add                                          6.451us          0.000us                1          6.451us          0.000us
SubBackward1                                 6.423us          0.000us                1          6.423us          0.000us
unsigned short                               6.376us          0.000us                1          6.376us          0.000us
Index                                        6.334us          0.000us                1          6.334us          0.000us
split                                        6.199us          0.000us                1          6.199us          0.000us
_sigmoid_backward                            6.196us          0.000us                1          6.196us          0.000us
cat                                          6.179us          0.000us                1          6.179us          0.000us
unsigned short                               6.165us          0.000us                1          6.165us          0.000us
_sigmoid_backward                            6.149us          0.000us                1          6.149us          0.000us
Index                                        6.121us          0.000us                1          6.121us          0.000us
torch::autograd::Add                         6.067us          0.000us                1          6.067us          0.000us
mul                                          6.056us          0.000us                1          6.056us          0.000us
add                                          6.055us          0.000us                1          6.055us          0.000us
expand                                       6.039us          0.000us                1          6.039us          0.000us
ExpandBackward                               6.009us          0.000us                1          6.009us          0.000us
ExpandBackward                               5.968us          0.000us                1          5.968us          0.000us
mul                                          5.961us          0.000us                1          5.961us          0.000us
split                                        5.949us          0.000us                1          5.949us          0.000us
ExpandBackward                               5.934us          0.000us                1          5.934us          0.000us
_sigmoid_backward                            5.916us          0.000us                1          5.916us          0.000us
add                                          5.906us          0.000us                1          5.906us          0.000us
sum                                          5.904us          0.000us                1          5.904us          0.000us
SubBackward1                                 5.884us          0.000us                1          5.884us          0.000us
split                                        5.881us          0.000us                1          5.881us          0.000us
split                                        5.845us          0.000us                1          5.845us          0.000us
sum                                          5.829us          0.000us                1          5.829us          0.000us
mul                                          5.827us          0.000us                1          5.827us          0.000us
mul                                          5.823us          0.000us                1          5.823us          0.000us
split                                        5.763us          0.000us                1          5.763us          0.000us
mul                                          5.727us          0.000us                1          5.727us          0.000us
split                                        5.721us          0.000us                1          5.721us          0.000us
MulBackward1                                 5.715us          0.000us                1          5.715us          0.000us
mul                                          5.704us          0.000us                1          5.704us          0.000us
split                                        5.699us          0.000us                1          5.699us          0.000us
cat                                          5.672us          0.000us                1          5.672us          0.000us
SigmoidBackward0                             5.637us          0.000us                1          5.637us          0.000us
torch::autograd::AccumulateGrad              5.622us          0.000us                1          5.622us          0.000us
split                                        5.597us          0.000us                1          5.597us          0.000us
AddBackward1                                 5.590us          0.000us                1          5.590us          0.000us
split                                        5.587us          0.000us                1          5.587us          0.000us
mul                                          5.583us          0.000us                1          5.583us          0.000us
split                                        5.579us          0.000us                1          5.579us          0.000us
split                                        5.575us          0.000us                1          5.575us          0.000us
split                                        5.573us          0.000us                1          5.573us          0.000us
add                                          5.557us          0.000us                1          5.557us          0.000us
mul                                          5.541us          0.000us                1          5.541us          0.000us
torch::autograd::Add                         5.529us          0.000us                1          5.529us          0.000us
sum                                          5.521us          0.000us                1          5.521us          0.000us
TanhBackward0                                5.519us          0.000us                1          5.519us          0.000us
sum                                          5.500us          0.000us                1          5.500us          0.000us
split                                        5.497us          0.000us                1          5.497us          0.000us
unsigned short                               5.473us          0.000us                1          5.473us          0.000us
TransposeBackward                            5.467us          0.000us                1          5.467us          0.000us
split                                        5.462us          0.000us                1          5.462us          0.000us
view                                         5.444us          0.000us                1          5.444us          0.000us
SigmoidBackward0                             5.432us          0.000us                1          5.432us          0.000us
split                                        5.431us          0.000us                1          5.431us          0.000us
split                                        5.419us          0.000us                1          5.419us          0.000us
expand                                       5.410us          0.000us                1          5.410us          0.000us
unsigned short                               5.407us          0.000us                1          5.407us          0.000us
split                                        5.394us          0.000us                1          5.394us          0.000us
TanhBackward0                                5.374us          0.000us                1          5.374us          0.000us
torch::autograd::AccumulateGrad              5.347us          0.000us                1          5.347us          0.000us
mul                                          5.346us          0.000us                1          5.346us          0.000us
sum                                          5.323us          0.000us                1          5.323us          0.000us
torch::autograd::AccumulateGrad              5.311us          0.000us                1          5.311us          0.000us
SigmoidBackward0                             5.309us          0.000us                1          5.309us          0.000us
ExpandBackward                               5.304us          0.000us                1          5.304us          0.000us
add                                          5.242us          0.000us                1          5.242us          0.000us
split                                        5.221us          0.000us                1          5.221us          0.000us
sigmoid                                      5.217us          0.000us                1          5.217us          0.000us
sigmoid                                      5.173us          0.000us                1          5.173us          0.000us
torch::autograd::Add                         5.100us          0.000us                1          5.100us          0.000us
add                                          5.092us          0.000us                1          5.092us          0.000us
add                                          5.086us          0.000us                1          5.086us          0.000us
split                                        5.068us          0.000us                1          5.068us          0.000us
expand                                       5.067us          0.000us                1          5.067us          0.000us
mul                                          5.017us          0.000us                1          5.017us          0.000us
add                                          5.007us          0.000us                1          5.007us          0.000us
torch::autograd::AccumulateGrad              4.959us          0.000us                1          4.959us          0.000us
expand                                       4.957us          0.000us                1          4.957us          0.000us
mul                                          4.896us          0.000us                1          4.896us          0.000us
add                                          4.870us          0.000us                1          4.870us          0.000us
SigmoidBackward0                             4.852us          0.000us                1          4.852us          0.000us
view                                         4.847us          0.000us                1          4.847us          0.000us
torch::autograd::Add                         4.831us          0.000us                1          4.831us          0.000us
split                                        4.825us          0.000us                1          4.825us          0.000us
torch::autograd::Add                         4.810us          0.000us                1          4.810us          0.000us
add                                          4.793us          0.000us                1          4.793us          0.000us
mul                                          4.782us          0.000us                1          4.782us          0.000us
neg                                          4.780us          0.000us                1          4.780us          0.000us
add                                          4.780us          0.000us                1          4.780us          0.000us
view                                         4.778us          0.000us                1          4.778us          0.000us
torch::autograd::Add                         4.770us          0.000us                1          4.770us          0.000us
tanh                                         4.766us          0.000us                1          4.766us          0.000us
add                                          4.763us          0.000us                1          4.763us          0.000us
split                                        4.748us          0.000us                1          4.748us          0.000us
add                                          4.744us          0.000us                1          4.744us          0.000us
torch::autograd::Add                         4.740us          0.000us                1          4.740us          0.000us
add                                          4.736us          0.000us                1          4.736us          0.000us
torch::autograd::Add                         4.707us          0.000us                1          4.707us          0.000us
SigmoidBackward0                             4.689us          0.000us                1          4.689us          0.000us
unsigned short                               4.636us          0.000us                1          4.636us          0.000us
ExpandBackward                               4.627us          0.000us                1          4.627us          0.000us
_sigmoid_backward                            4.609us          0.000us                1          4.609us          0.000us
unsigned short                               4.602us          0.000us                1          4.602us          0.000us
split                                        4.596us          0.000us                1          4.596us          0.000us
mul                                          4.588us          0.000us                1          4.588us          0.000us
sum                                          4.582us          0.000us                1          4.582us          0.000us
split                                        4.563us          0.000us                1          4.563us          0.000us
torch::autograd::Add                         4.519us          0.000us                1          4.519us          0.000us
neg                                          4.510us          0.000us                1          4.510us          0.000us
torch::autograd::Add                         4.510us          0.000us                1          4.510us          0.000us
expand                                       4.503us          0.000us                1          4.503us          0.000us
mul                                          4.494us          0.000us                1          4.494us          0.000us
mul                                          4.488us          0.000us                1          4.488us          0.000us
_sigmoid_backward                            4.484us          0.000us                1          4.484us          0.000us
sigmoid                                      4.482us          0.000us                1          4.482us          0.000us
sigmoid                                      4.476us          0.000us                1          4.476us          0.000us
ViewBackward                                 4.456us          0.000us                1          4.456us          0.000us
unsigned short                               4.455us          0.000us                1          4.455us          0.000us
torch::autograd::Add                         4.447us          0.000us                1          4.447us          0.000us
neg                                          4.435us          0.000us                1          4.435us          0.000us
torch::autograd::Add                         4.426us          0.000us                1          4.426us          0.000us
mul                                          4.401us          0.000us                1          4.401us          0.000us
ViewBackward                                 4.400us          0.000us                1          4.400us          0.000us
SigmoidBackward0                             4.384us          0.000us                1          4.384us          0.000us
unsigned short                               4.374us          0.000us                1          4.374us          0.000us
mul                                          4.368us          0.000us                1          4.368us          0.000us
mul                                          4.365us          0.000us                1          4.365us          0.000us
torch::autograd::Add                         4.363us          0.000us                1          4.363us          0.000us
torch::autograd::Add                         4.362us          0.000us                1          4.362us          0.000us
view                                         4.358us          0.000us                1          4.358us          0.000us
mul                                          4.330us          0.000us                1          4.330us          0.000us
expand                                       4.330us          0.000us                1          4.330us          0.000us
unsigned short                               4.329us          0.000us                1          4.329us          0.000us
sub                                          4.314us          0.000us                1          4.314us          0.000us
mul                                          4.309us          0.000us                1          4.309us          0.000us
torch::autograd::Add                         4.307us          0.000us                1          4.307us          0.000us
expand                                       4.292us          0.000us                1          4.292us          0.000us
_tanh_backward                               4.290us          0.000us                1          4.290us          0.000us
split                                        4.282us          0.000us                1          4.282us          0.000us
neg                                          4.280us          0.000us                1          4.280us          0.000us
view                                         4.274us          0.000us                1          4.274us          0.000us
torch::autograd::Add                         4.264us          0.000us                1          4.264us          0.000us
torch::autograd::Add                         4.242us          0.000us                1          4.242us          0.000us
torch::autograd::Add                         4.241us          0.000us                1          4.241us          0.000us
mul                                          4.240us          0.000us                1          4.240us          0.000us
neg                                          4.235us          0.000us                1          4.235us          0.000us
ExpandBackward                               4.221us          0.000us                1          4.221us          0.000us
torch::autograd::Add                         4.185us          0.000us                1          4.185us          0.000us
torch::autograd::Add                         4.170us          0.000us                1          4.170us          0.000us
sigmoid                                      4.169us          0.000us                1          4.169us          0.000us
torch::autograd::Add                         4.160us          0.000us                1          4.160us          0.000us
SigmoidBackward0                             4.138us          0.000us                1          4.138us          0.000us
add                                          4.128us          0.000us                1          4.128us          0.000us
neg                                          4.119us          0.000us                1          4.119us          0.000us
mul                                          4.116us          0.000us                1          4.116us          0.000us
unsigned short                               4.104us          0.000us                1          4.104us          0.000us
split                                        4.101us          0.000us                1          4.101us          0.000us
mul                                          4.079us          0.000us                1          4.079us          0.000us
_tanh_backward                               4.051us          0.000us                1          4.051us          0.000us
sub                                          4.044us          0.000us                1          4.044us          0.000us
mul                                          4.041us          0.000us                1          4.041us          0.000us
view                                         4.040us          0.000us                1          4.040us          0.000us
split                                        4.020us          0.000us                1          4.020us          0.000us
neg                                          3.991us          0.000us                1          3.991us          0.000us
expand                                       3.988us          0.000us                1          3.988us          0.000us
split                                        3.975us          0.000us                1          3.975us          0.000us
SigmoidBackward0                             3.966us          0.000us                1          3.966us          0.000us
_tanh_backward                               3.963us          0.000us                1          3.963us          0.000us
add                                          3.961us          0.000us                1          3.961us          0.000us
CatBackward                                  3.957us          0.000us                1          3.957us          0.000us
unsigned short                               3.956us          0.000us                1          3.956us          0.000us
torch::autograd::Add                         3.916us          0.000us                1          3.916us          0.000us
sub                                          3.908us          0.000us                1          3.908us          0.000us
torch::autograd::Add                         3.899us          0.000us                1          3.899us          0.000us
ViewBackward                                 3.896us          0.000us                1          3.896us          0.000us
ViewBackward                                 3.894us          0.000us                1          3.894us          0.000us
sub                                          3.886us          0.000us                1          3.886us          0.000us
mul                                          3.884us          0.000us                1          3.884us          0.000us
torch::autograd::Add                         3.882us          0.000us                1          3.882us          0.000us
split                                        3.875us          0.000us                1          3.875us          0.000us
tanh                                         3.871us          0.000us                1          3.871us          0.000us
split                                        3.868us          0.000us                1          3.868us          0.000us
mul                                          3.841us          0.000us                1          3.841us          0.000us
torch::autograd::Add                         3.840us          0.000us                1          3.840us          0.000us
torch::autograd::Add                         3.829us          0.000us                1          3.829us          0.000us
split                                        3.829us          0.000us                1          3.829us          0.000us
neg                                          3.823us          0.000us                1          3.823us          0.000us
expand                                       3.811us          0.000us                1          3.811us          0.000us
_sigmoid_backward                            3.803us          0.000us                1          3.803us          0.000us
expand                                       3.801us          0.000us                1          3.801us          0.000us
ViewBackward                                 3.797us          0.000us                1          3.797us          0.000us
add                                          3.790us          0.000us                1          3.790us          0.000us
mul                                          3.787us          0.000us                1          3.787us          0.000us
torch::autograd::Add                         3.783us          0.000us                1          3.783us          0.000us
sub                                          3.777us          0.000us                1          3.777us          0.000us
expand                                       3.775us          0.000us                1          3.775us          0.000us
view                                         3.752us          0.000us                1          3.752us          0.000us
torch::autograd::Add                         3.750us          0.000us                1          3.750us          0.000us
torch::autograd::Add                         3.750us          0.000us                1          3.750us          0.000us
sub                                          3.745us          0.000us                1          3.745us          0.000us
torch::autograd::AccumulateGrad              3.744us          0.000us                1          3.744us          0.000us
torch::autograd::Add                         3.743us          0.000us                1          3.743us          0.000us
expand                                       3.737us          0.000us                1          3.737us          0.000us
mul                                          3.734us          0.000us                1          3.734us          0.000us
view                                         3.732us          0.000us                1          3.732us          0.000us
torch::autograd::Add                         3.726us          0.000us                1          3.726us          0.000us
neg                                          3.725us          0.000us                1          3.725us          0.000us
mul                                          3.725us          0.000us                1          3.725us          0.000us
mul                                          3.724us          0.000us                1          3.724us          0.000us
mul                                          3.722us          0.000us                1          3.722us          0.000us
torch::autograd::Add                         3.703us          0.000us                1          3.703us          0.000us
mul                                          3.701us          0.000us                1          3.701us          0.000us
torch::autograd::Add                         3.698us          0.000us                1          3.698us          0.000us
mul                                          3.681us          0.000us                1          3.681us          0.000us
mul                                          3.659us          0.000us                1          3.659us          0.000us
ViewBackward                                 3.650us          0.000us                1          3.650us          0.000us
split                                        3.650us          0.000us                1          3.650us          0.000us
mul                                          3.646us          0.000us                1          3.646us          0.000us
mul                                          3.629us          0.000us                1          3.629us          0.000us
add                                          3.629us          0.000us                1          3.629us          0.000us
view                                         3.612us          0.000us                1          3.612us          0.000us
torch::autograd::Add                         3.608us          0.000us                1          3.608us          0.000us
neg                                          3.607us          0.000us                1          3.607us          0.000us
sigmoid                                      3.606us          0.000us                1          3.606us          0.000us
mul                                          3.604us          0.000us                1          3.604us          0.000us
mul                                          3.601us          0.000us                1          3.601us          0.000us
sub                                          3.601us          0.000us                1          3.601us          0.000us
sub                                          3.600us          0.000us                1          3.600us          0.000us
neg                                          3.580us          0.000us                1          3.580us          0.000us
torch::autograd::Add                         3.580us          0.000us                1          3.580us          0.000us
unsigned short                               3.578us          0.000us                1          3.578us          0.000us
neg                                          3.570us          0.000us                1          3.570us          0.000us
torch::autograd::Add                         3.559us          0.000us                1          3.559us          0.000us
torch::autograd::Add                         3.555us          0.000us                1          3.555us          0.000us
mul                                          3.551us          0.000us                1          3.551us          0.000us
expand                                       3.550us          0.000us                1          3.550us          0.000us
view                                         3.541us          0.000us                1          3.541us          0.000us
AddBackward1                                 3.533us          0.000us                1          3.533us          0.000us
mul                                          3.524us          0.000us                1          3.524us          0.000us
torch::autograd::Add                         3.520us          0.000us                1          3.520us          0.000us
_sigmoid_backward                            3.515us          0.000us                1          3.515us          0.000us
torch::autograd::AccumulateGrad              3.511us          0.000us                1          3.511us          0.000us
expand                                       3.505us          0.000us                1          3.505us          0.000us
torch::autograd::Add                         3.500us          0.000us                1          3.500us          0.000us
CatBackward                                  3.500us          0.000us                1          3.500us          0.000us
torch::autograd::Add                         3.499us          0.000us                1          3.499us          0.000us
sigmoid                                      3.499us          0.000us                1          3.499us          0.000us
mul                                          3.492us          0.000us                1          3.492us          0.000us
view                                         3.483us          0.000us                1          3.483us          0.000us
torch::autograd::Add                         3.480us          0.000us                1          3.480us          0.000us
torch::autograd::Add                         3.457us          0.000us                1          3.457us          0.000us
sum                                          3.420us          0.000us                1          3.420us          0.000us
torch::autograd::AccumulateGrad              3.419us          0.000us                1          3.419us          0.000us
sub                                          3.410us          0.000us                1          3.410us          0.000us
expand                                       3.400us          0.000us                1          3.400us          0.000us
view                                         3.392us          0.000us                1          3.392us          0.000us
unsigned short                               3.391us          0.000us                1          3.391us          0.000us
torch::autograd::Add                         3.388us          0.000us                1          3.388us          0.000us
mul                                          3.382us          0.000us                1          3.382us          0.000us
unsigned short                               3.382us          0.000us                1          3.382us          0.000us
neg                                          3.379us          0.000us                1          3.379us          0.000us
expand                                       3.374us          0.000us                1          3.374us          0.000us
torch::autograd::Add                         3.367us          0.000us                1          3.367us          0.000us
mul                                          3.360us          0.000us                1          3.360us          0.000us
expand                                       3.360us          0.000us                1          3.360us          0.000us
torch::autograd::Add                         3.359us          0.000us                1          3.359us          0.000us
torch::autograd::AccumulateGrad              3.356us          0.000us                1          3.356us          0.000us
expand                                       3.352us          0.000us                1          3.352us          0.000us
unsigned short                               3.316us          0.000us                1          3.316us          0.000us
ViewBackward                                 3.311us          0.000us                1          3.311us          0.000us
mul                                          3.299us          0.000us                1          3.299us          0.000us
_sigmoid_backward                            3.299us          0.000us                1          3.299us          0.000us
sum                                          3.297us          0.000us                1          3.297us          0.000us
view                                         3.292us          0.000us                1          3.292us          0.000us
mul                                          3.287us          0.000us                1          3.287us          0.000us
split                                        3.282us          0.000us                1          3.282us          0.000us
neg                                          3.280us          0.000us                1          3.280us          0.000us
unsigned short                               3.279us          0.000us                1          3.279us          0.000us
view                                         3.274us          0.000us                1          3.274us          0.000us
mul                                          3.268us          0.000us                1          3.268us          0.000us
neg                                          3.262us          0.000us                1          3.262us          0.000us
expand                                       3.248us          0.000us                1          3.248us          0.000us
_sigmoid_backward                            3.233us          0.000us                1          3.233us          0.000us
torch::autograd::Add                         3.226us          0.000us                1          3.226us          0.000us
expand                                       3.222us          0.000us                1          3.222us          0.000us
torch::autograd::Add                         3.218us          0.000us                1          3.218us          0.000us
view                                         3.214us          0.000us                1          3.214us          0.000us
expand                                       3.213us          0.000us                1          3.213us          0.000us
mul                                          3.201us          0.000us                1          3.201us          0.000us
torch::autograd::Clone                       3.200us          0.000us                1          3.200us          0.000us
add                                          3.176us          0.000us                1          3.176us          0.000us
torch::autograd::Add                         3.171us          0.000us                1          3.171us          0.000us
mul                                          3.167us          0.000us                1          3.167us          0.000us
mul                                          3.163us          0.000us                1          3.163us          0.000us
torch::autograd::Add                         3.154us          0.000us                1          3.154us          0.000us
mul                                          3.153us          0.000us                1          3.153us          0.000us
mul                                          3.148us          0.000us                1          3.148us          0.000us
mul                                          3.141us          0.000us                1          3.141us          0.000us
_sigmoid_backward                            3.141us          0.000us                1          3.141us          0.000us
view                                         3.137us          0.000us                1          3.137us          0.000us
mul                                          3.125us          0.000us                1          3.125us          0.000us
sub                                          3.123us          0.000us                1          3.123us          0.000us
torch::autograd::Add                         3.121us          0.000us                1          3.121us          0.000us
mul                                          3.113us          0.000us                1          3.113us          0.000us
mul                                          3.110us          0.000us                1          3.110us          0.000us
torch::autograd::Add                         3.101us          0.000us                1          3.101us          0.000us
torch::autograd::Add                         3.099us          0.000us                1          3.099us          0.000us
mul                                          3.097us          0.000us                1          3.097us          0.000us
